image_id,blur_detection_count,rl_detection_count,sharp_detection_count,blur_avg_conf,rl_avg_conf,sharp_avg_conf,rl_detection_gain,rl_conf_gain
173183,0,0,0,0.0,0.0,0.0,0,0.0
297681,2,3,2,0.5552932024002075,0.33759334683418274,0.5552932024002075,1,-0.21769985556602478
306733,3,3,3,0.5678618550300598,0.44112133979797363,0.5678618550300598,0,-0.12674051523208618
125806,3,2,3,0.5103447437286377,0.7859886884689331,0.5103447437286377,-1,0.2756439447402954
82807,3,2,3,0.5369355082511902,0.5649828314781189,0.5369355082511902,-1,0.02804732322692871
10977,4,2,4,0.5240150094032288,0.6256142258644104,0.5240150094032288,-2,0.10159921646118164
67180,2,1,2,0.6162430047988892,0.7864153385162354,0.6162430047988892,-1,0.1701723337173462
286708,1,1,1,0.7220604419708252,0.7676859498023987,0.7220604419708252,0,0.045625507831573486
280325,2,0,2,0.5972381234169006,0.0,0.5972381234169006,-2,-0.5972381234169006
183716,4,3,4,0.661844789981842,0.6980311870574951,0.661844789981842,-1,0.036186397075653076
286507,1,1,1,0.8632217645645142,0.8022903203964233,0.8632217645645142,0,-0.06093144416809082
23666,1,1,1,0.6784647107124329,0.5392564535140991,0.6784647107124329,0,-0.13920825719833374
108244,2,3,2,0.6247331500053406,0.5399642586708069,0.6247331500053406,1,-0.08476889133453369
92660,8,4,8,0.39061853289604187,0.3738839626312256,0.39061853289604187,-4,-0.016734570264816284
350003,4,3,4,0.6609041690826416,0.4876542091369629,0.6609041690826416,-1,-0.1732499599456787
410487,2,0,2,0.3302573561668396,0.0,0.3302573561668396,-2,-0.3302573561668396
127517,10,5,10,0.7695861458778381,0.7151734232902527,0.7695861458778381,-5,-0.05441272258758545
386879,2,2,2,0.7537484169006348,0.79439377784729,0.7537484169006348,0,0.04064536094665527
199442,2,1,2,0.7178491353988647,0.6370116472244263,0.7178491353988647,-1,-0.08083748817443848
128598,13,12,13,0.48277461528778076,0.47277089953422546,0.48277461528778076,-1,-0.010003715753555298
109827,1,1,1,0.8699029088020325,0.32308050990104675,0.8699029088020325,0,-0.5468223989009857
353027,1,2,1,0.3081390857696533,0.3745976686477661,0.3081390857696533,1,0.06645858287811279
131938,2,2,2,0.48060548305511475,0.4024568200111389,0.48060548305511475,0,-0.07814866304397583
74860,2,2,2,0.8291689157485962,0.8111695051193237,0.8291689157485962,0,-0.01799941062927246
554838,4,4,4,0.6074013113975525,0.35508978366851807,0.6074013113975525,0,-0.2523115277290344
57149,4,2,4,0.4855831265449524,0.6283823251724243,0.4855831265449524,-2,0.14279919862747192
469828,1,2,1,0.8088564276695251,0.6166864633560181,0.8088564276695251,1,-0.19216996431350708
35963,2,0,2,0.6218750476837158,0.0,0.6218750476837158,-2,-0.6218750476837158
545730,8,6,8,0.6714414358139038,0.6158239245414734,0.6714414358139038,-2,-0.05561751127243042
54967,12,4,12,0.5089666843414307,0.4898827373981476,0.5089666843414307,-8,-0.01908394694328308
226130,1,1,1,0.4781481921672821,0.5851380228996277,0.4781481921672821,0,0.10698983073234558
44260,0,0,0,0.0,0.0,0.0,0,0.0
563702,5,1,5,0.5347436666488647,0.35280799865722656,0.5347436666488647,-4,-0.18193566799163818
566042,5,2,5,0.5429638624191284,0.6544280648231506,0.5429638624191284,-3,0.11146420240402222
200961,4,4,4,0.6696312427520752,0.6394149661064148,0.6696312427520752,0,-0.0302162766456604
290771,7,4,7,0.5277464985847473,0.5113711953163147,0.5277464985847473,-3,-0.016375303268432617
415716,6,5,6,0.6132298111915588,0.5234553217887878,0.6132298111915588,-1,-0.089774489402771
499622,2,1,2,0.5619621872901917,0.7576397657394409,0.5619621872901917,-1,0.19567757844924927
578093,1,1,1,0.8993894457817078,0.8479809165000916,0.8993894457817078,0,-0.05140852928161621
240940,4,3,4,0.5880341529846191,0.501062273979187,0.5880341529846191,-1,-0.08697187900543213
416745,2,1,2,0.6598286628723145,0.8128502368927002,0.6598286628723145,-1,0.15302157402038574
475779,1,1,1,0.9106959700584412,0.9083001613616943,0.9106959700584412,0,-0.002395808696746826
2473,3,2,3,0.7519629001617432,0.6385835409164429,0.7519629001617432,-1,-0.11337935924530029
6771,8,9,8,0.6331602931022644,0.5848078727722168,0.6331602931022644,1,-0.04835242033004761
98497,3,0,3,0.41893601417541504,0.0,0.41893601417541504,-3,-0.41893601417541504
453708,10,6,10,0.5546251535415649,0.5582828521728516,0.5546251535415649,-4,0.003657698631286621
438876,3,3,3,0.7375800609588623,0.6577463150024414,0.7375800609588623,0,-0.0798337459564209
537964,1,1,1,0.904327929019928,0.887213945388794,0.904327929019928,0,-0.017113983631134033
365642,9,5,9,0.4577459692955017,0.5509594082832336,0.4577459692955017,-4,0.09321343898773193
307658,1,1,1,0.8335311412811279,0.9161030054092407,0.8335311412811279,0,0.08257186412811279
535253,1,0,1,0.38905587792396545,0.0,0.38905587792396545,-1,-0.38905587792396545
537270,10,10,10,0.5494241714477539,0.49515265226364136,0.5494241714477539,0,-0.05427151918411255
284725,6,3,6,0.5950083136558533,0.7488263249397278,0.5950083136558533,-3,0.1538180112838745
329319,2,2,2,0.5122709274291992,0.5671481490135193,0.5122709274291992,0,0.05487722158432007
134689,1,2,1,0.8554895520210266,0.5689406394958496,0.8554895520210266,1,-0.286548912525177
356432,3,3,3,0.7770478129386902,0.763085126876831,0.7770478129386902,0,-0.01396268606185913
130579,2,3,2,0.9001741409301758,0.7090255618095398,0.9001741409301758,1,-0.191148579120636
17115,2,2,2,0.9032115936279297,0.8615528345108032,0.9032115936279297,0,-0.041658759117126465
190648,2,2,2,0.6906698942184448,0.6447781324386597,0.6906698942184448,0,-0.045891761779785156
296317,5,2,5,0.48832201957702637,0.5764480829238892,0.48832201957702637,-3,0.08812606334686279
275392,2,2,2,0.8419432640075684,0.8439648151397705,0.8419432640075684,0,0.0020215511322021484
509014,17,9,17,0.45704182982444763,0.4317656457424164,0.45704182982444763,-8,-0.02527618408203125
491867,5,5,5,0.7142978310585022,0.6938762068748474,0.7142978310585022,0,-0.020421624183654785
449312,2,2,2,0.7889263033866882,0.6853517293930054,0.7889263033866882,0,-0.10357457399368286
2149,3,1,3,0.6954427361488342,0.25343582034111023,0.6954427361488342,-2,-0.442006915807724
304180,5,2,5,0.6268014907836914,0.8932621479034424,0.6268014907836914,-3,0.266460657119751
384949,3,2,3,0.520458996295929,0.4924722909927368,0.520458996295929,-1,-0.02798670530319214
255912,2,0,2,0.27457308769226074,0.0,0.27457308769226074,-2,-0.27457308769226074
426836,1,1,1,0.7017350196838379,0.2872404456138611,0.7017350196838379,0,-0.4144945740699768
550322,3,1,3,0.8037349581718445,0.6907098889350891,0.8037349581718445,-2,-0.11302506923675537
219578,5,3,5,0.3935777544975281,0.2785284221172333,0.3935777544975281,-2,-0.1150493323802948
8211,4,4,4,0.7445735335350037,0.7077522873878479,0.7445735335350037,0,-0.03682124614715576
23359,2,2,2,0.6089844703674316,0.6215106248855591,0.6089844703674316,0,0.012526154518127441
32038,1,0,1,0.785185694694519,0.0,0.785185694694519,-1,-0.785185694694519
119445,5,3,5,0.6682608127593994,0.7864465713500977,0.6682608127593994,-2,0.11818575859069824
245513,3,1,3,0.6822996735572815,0.8674278855323792,0.6822996735572815,-2,0.18512821197509766
83172,4,3,4,0.7653493881225586,0.8086113333702087,0.7653493881225586,-1,0.043261945247650146
323895,3,3,3,0.6650462746620178,0.5889431834220886,0.6650462746620178,0,-0.0761030912399292
292060,7,5,7,0.4882800281047821,0.4618496000766754,0.4882800281047821,-2,-0.02643042802810669
435299,1,2,1,0.38805484771728516,0.39486557245254517,0.38805484771728516,1,0.00681072473526001
383443,3,0,3,0.27740320563316345,0.0,0.27740320563316345,-3,-0.27740320563316345
368038,1,1,1,0.8269073367118835,0.8334323763847351,0.8269073367118835,0,0.0065250396728515625
482735,2,2,2,0.6079279184341431,0.6097651720046997,0.6079279184341431,0,0.0018372535705566406
185472,6,6,6,0.6054502129554749,0.6185081601142883,0.6054502129554749,0,0.013057947158813477
350054,5,1,5,0.46178779006004333,0.26722249388694763,0.46178779006004333,-4,-0.1945652961730957
164969,1,0,1,0.35438454151153564,0.0,0.35438454151153564,-1,-0.35438454151153564
89078,1,1,1,0.9067912697792053,0.8025791049003601,0.9067912697792053,0,-0.10421216487884521
77460,6,3,6,0.46160295605659485,0.4637927711009979,0.46160295605659485,-3,0.002189815044403076
559513,2,1,2,0.3727344870567322,0.8416001796722412,0.3727344870567322,-1,0.46886569261550903
447522,2,2,2,0.5830854177474976,0.4509669840335846,0.5830854177474976,0,-0.13211843371391296
479448,4,1,4,0.4979987144470215,0.7629327178001404,0.4979987144470215,-3,0.2649340033531189
52565,1,2,1,0.9018131494522095,0.6247208118438721,0.9018131494522095,1,-0.2770923376083374
15956,3,2,3,0.6809194087982178,0.8859591484069824,0.6809194087982178,-1,0.20503973960876465
153217,2,2,2,0.7217617034912109,0.6456891298294067,0.7217617034912109,0,-0.0760725736618042
56344,7,2,7,0.6299540400505066,0.4667239189147949,0.6299540400505066,-5,-0.16323012113571167
551815,3,3,3,0.4928048849105835,0.3556453287601471,0.4928048849105835,0,-0.1371595561504364
